,level_0,index,Time_start,Time_end,Labels,Labels_X,Time_diff
79,89,89,57.308,57.361,p,s,0.05299999999999727
80,90,90,57.361,58.147,s,p,0.7860000000000014
81,91,91,58.147,58.665,p,s,0.5180000000000007
83,94,94,58.665,61.639,s,p,2.9740000000000038
84,95,95,61.639,63.661,p,s,2.0219999999999985
88,102,102,63.661,64.465,s,p,0.804000000000002
89,103,103,64.465,64.613,p,s,0.14799999999999613
90,104,104,64.613,65.773,s,p,1.1599999999999966
91,105,105,65.773,66.454,p,s,0.6809999999999974
93,108,108,66.454,69.628,s,p,3.1740000000000066
94,109,109,69.628,70.378,p,s,0.75
96,112,112,70.378,73.349,s,p,2.9710000000000036
97,113,113,73.349,73.907,p,s,0.5579999999999927
98,114,114,73.907,74.018,s,p,0.1110000000000042
99,115,115,74.018,74.189,p,s,0.17099999999999227
100,116,116,74.189,75.177,s,p,0.9880000000000138
101,117,117,75.177,75.254,p,s,0.07699999999999818
102,118,118,75.254,75.713,s,p,0.458999999999989
103,119,119,75.713,75.763,p,s,0.05000000000001137
104,120,120,75.763,76.307,s,p,0.5439999999999969
105,121,121,76.307,76.395,p,s,0.08799999999999386
106,122,122,76.395,77.301,s,p,0.9060000000000059
107,123,123,77.301,77.943,p,s,0.6419999999999959
108,124,124,77.943,79.155,s,p,1.2120000000000033
109,125,125,79.155,79.951,p,s,0.7959999999999923
110,126,126,79.951,81.531,s,p,1.5800000000000125
111,127,127,81.531,81.597,p,s,0.06599999999998829
112,128,128,81.597,81.857,s,p,0.2600000000000051
113,129,129,81.857,81.957,p,s,0.09999999999999432
114,130,130,81.957,83.244,s,p,1.2870000000000061
115,131,131,83.244,83.372,p,s,0.1280000000000001
116,132,132,83.372,83.894,s,p,0.5220000000000056
117,133,133,83.894,84.479,p,s,0.5849999999999937
119,136,136,84.479,85.693,s,p,1.2139999999999986
120,137,137,85.693,86.223,p,s,0.5300000000000011
122,140,140,86.223,87.206,s,p,0.9830000000000041
123,141,141,87.206,87.268,p,s,0.06199999999999761
124,142,142,87.268,88.152,s,p,0.8840000000000003
125,143,143,88.152,88.213,p,s,0.06099999999999284
126,144,144,88.213,88.438,s,p,0.22500000000000853
127,145,145,88.438,88.737,p,s,0.2989999999999924
128,146,146,88.737,89.534,s,p,0.7970000000000113
129,147,147,89.534,89.599,p,s,0.06499999999999773
130,148,148,89.599,91.832,s,p,2.23299999999999
